_id,name_en,name_kn
372,Green Apple,ಗ್ರೀನ್ ಸೇಬು
373,Chakadikai Round,ಚಕದಿಕೈ ರೌಂಡ್
374,CHAINA VARIETY APPLE,ಚೈನಾ ವೆರೈಟಿ ಆಪಲ್ 
376,Yellenne,ಎಳ್ಳೆಣ್ಣೆ
377,DRY ANJURA 100 gram,ಒಣಗಿದ ಅಂಜೂರ 100 ಗ್ರಾಂ
378,Premium 1Ltr,ಪ್ರೀಮಿಯಂ 1 ಲೀ
380,WET DATES(Bunch),ಖಜೂರ(ಗೋಂಚಲು)
383,Orange Economey,ಆರೆಂಜ್ ಎಕಾನೋಮೆಯ್
384,On Juice PomeGrante 1Lts,ಆನ್ ಜ್ಯೂಸು ದಾಳಿಂಬೆ 1 Lts
385,SWAGATH JAM 500 GMS,ಸ್ವಾಗತ್ ಜಾಮ್ 500 ಗ್ರಾಮ್ಸ್ 
386,JALJEERA JUICE,ಅಮೇರಿಕಾ ಸಾಫ್ಟ್ ಬೆರ್ರಿ
387,Sun Lucknow Melon,ಅಸ್ಸಾಂ ಸರಸು 
388,Chikkadikai Belt,ಚಿಕ್ಕದಿಕಾಯಿ ಬೆಲ್ಟ್ 
389,Mango Jelly Taiwan 100ML,ಮ್ಯಾಂಗೋ ಜೆಲ್ಲಿ ತೈವಾನ್ 100 ಮಿಲಿ 
390,Tamrind,ಹುಣಸೆ ಹಣ್ಣು
392,THOTHAPURI,ತೋತಪುರಿ 
393,Perimum 5 Litre,ಪ್ರೀಮಿಯಂ 5 ಲಿಟೆರ್ಸ್ 
395,Amatikai,ಅಮಟೆಕಾಯಿ 
396,Jammu narale fruit,ಜಂಬುನೇರಳೆ
398,Cherry fruits,ಚರಿ ಪ್ರೊಟ್ಸ್
399,Nisarga Honey 1KG,ನೀಸರ್ಗ ಜೇನುತುಪ್ಪ 1 ಕೆ ಜಿ
400,Nisarga Honey 500GM,ನೀಸರ್ಗ ಜೇನುತುಪ್ಪ 500 ಗ್ರಾಮ್ಸ್
401,Nisarga Honey 200GM,ನೀಸರ್ಗಜೇನುತುಪ್ಪ 200 ಗ್ರಾಮ್ಸ್
402,Nisarga Honey 100GM,ನೀಸರ್ಗ ಜೇನುತುಪ್ಪ 100 ಗ್ರಾಮ್ಸ್
403,Kashmir Nakh Berry,ಕಾಶ್ಮೀರ್ ನಾಕ್ ಬೇರಿ
404,saft berry U.S.A,ಸಾಪ್ಟ್ ಬೇರಿ ಯು.ಸ್.ಎ
405,Kashmir Kabul Varitey,ಕರಿಬೇವು ಬಿಡಿಸಿದ್ಧು
406,Kashmir Gulkan 1KG,ಕಾಶ್ಮೀರ ಗುಲ್ಕನ್ 1 ಕೆ ಜಿ 
407,Kashmir Gulkan 500GMS,ಕಾಶ್ಮೀರ ಗುಲ್ಕನ್ 500 ಗ್ರಾಮ್ಸ್ 
408,Gulkan 250 GMS,ಗುಲ್ಕನ್ 250 ಗ್ರಾಮ್ಸ್ 
409,TAMRIND PASTE 227GMS,ಹುಣಸೆಹಣ್ಣಿನ ಪೇಸ್ಟ್ 227 ಗ್ರಾಮ್ಸ್ 
411,KF 1litre,ಕೆ ಫ್
412,Mixed Juice,ಮಿಕ್ಸ್ ಜ್ಯೂಸು 
413,On Juice Guava 1Lts,ಜ್ಯೂಸು ಗುವ 1 ಲಿಟೆರ್ಸ್
414,American Misery Apple,ಅಮೆರಿಕನ್ ಮಿಸ್ರೆ ಆಪಲ್
415,PERIMIUM 15LTRS,ಪ್ರೀಮಿಯಂ 15 ಲಿಟೆರ್ಸ್
418,Uttama bamul,ಉತ್ತಮ ಬಮುಲ್ 
419,Tin Juice,ಟಿನ್ ಜ್ಯೂಸು 
422,CHAINA VARIETY,ಚೈನಾ ವೆರೈಟಿ ಆಪಲ್ 
423,Shankaranthi mix 250GMS,ಶಂಕ್ರಾಂತಿ ಮಿಕ್ಸ್ 250 ಗ್ರಾಮ್ಸ್
425,Shankaranthi Mix 500 mg,ಶಂಕ್ರಾಂತಿ ಮಿಕ್ಸ್ 500 ಮಿಲಿ ಗ್ರಾಂ 
426,Thailand juice 100ML,ಥೈಲ್ಯಾಂಡ್ ಜ್ಯೂಸು 100 ಮಿಲಿ 
427,Jack small,ಹಲಸಿನಕಾಯಿ
428,N Juice J,N ಜ್ಯೂಸು
429,N Juice,N ಜ್ಯೂಸು 
430,Raw Jack Cleaned,ಹಸಿ ಜ್ಯಾಕ್ ಸ್ವಚ್ಛಗೊಳಿಸಬಹುದು
431,Amla Nakshratra,ಆಮ್ಲ ನಕ್ಷತ್ರ 
432,SOMBAR ONION 100 GRAM BOX,ಸಾಂಬಾರ ಈರುಳ್ಳಿ 100 ಗ್ರಾಂ ಬಾಕ್ಸ್
433,CHAKKOTA,ಚಕೊತ ಹಣ್ಣು 
435,Jack fruit packet,ಹಲಸಿನ ಹಣ್ಣಿನ ಪ್ಯಾಕೆಟ್ 
436,Sun Sweet melon,ಸನ್ ಕರ್ಬೂಜ
438,AMLA STAR,ಆಮ್ಲ ನಕ್ಷತ್ರ
439,APPLE SIMLA ECONOMY POCKET,ಸಿಮ್ಲ ಆಪಲ್ ಎಕಾನಮಿ ಪಾಕೆಟ್
441,ORANGE MALT,ಆರೆಂಜ್ ಮಾಲ್ಟ್
442,DRY GRAPES,ಒಣ ದ್ರಾಕ್ಷಿ
443,CASHEW NUT,ಕ್ಯಶ್ಯು ನಟ್
444,KING FISHER 1 LTR,ಕಿಂಗ್ಫಿಷರ್ 1 ಲಿಟರ್
445,BISLERI 2LTR,ಬಿಸ್ಲೆರಿ 2 ಲೀಟರ್
446,BISLERI 1LTR,ಬಿಸ್ಲೆರಿ 1 ಲೀಟರ್
447,BISLERI 5LTR,ಬಿಸ್ಲೆರಿ 5 ಲೀಟರ್
448,BISLERI 500ML,ಬಿಸ್ಲೆರಿ 500 ಎಮ್ ಎಲ್
449,HONEY NECTOFRESH 1KG,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್
450,HONEY NECTOFRESH 0.5KG,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್ 0.5 ಕೆಜಿ
451,HONEY NECTOFRESH 100 GM,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್ 100 ಗ್ರಾಂ
452,HONEY NECTOFRESH 200GM,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್ 200 ಗ್ರಾಂ
453,HONEY KARNATAKA EPIARIES 250 GM,ಹನಿ ಕರ್ನಾಟಕ ಎಪೈರಿಸ್ 250 ಗ್ರಾಂ
454,HONEY KARNATAKA EPIARIES 500 GM,ಹನಿ ಕರ್ನಾಟಕ ಎಪೈರಿಸ್ 500 ಗ್ರಾಂ
455,HONEY KARNATAKA EPIARIES 1 KG,ಹನಿ ಕರ್ನಾಟಕ ಎಪೈರಿಸ್ 1 ಕೆ ಜಿ
456,PICKLE LIME 200 GM,ಪಿಕಲ್ ಲೈಮ್ 200 ಗ್ರಾಂ
457,PICKLE LIME 500 GM,ಪಿಕಲ್ ಲೈಮ್ 500 ಗ್ರಾಂ
458,PICKLE APTEMADI 1 KG,ಪಿಕಲ್ ಅಪ್ಟೆಮಡಿ 1 ಕೆಜಿ
459,NECTOR FRESH HONEY 1 KG,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 1 ಕೆಜಿ
460,NECTOR FRESH HONEY 500 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 500 ಗ್ರಾಂ
461,NECTOR FRESH HONEY 250 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 250 ಗ್ರಾಂ
462,NECTOR FRESH HONEY 100 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 100 ಗ್ರಾಂ
463,NECTOR FRESH HONEY 50 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 50 ಗ್ರಾಂ
464,NECTOR FRESH FOREST HONEY 500 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಫಾರೆಸ್ಟ್ 500 ಗ್ರಾಂ
465,NECTOR FRESH FOREST HONEY 200 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಫಾರೆಸ್ಟ್ 250 ಗ್ರಾಂ
466,WET DATES PACKET,ವೆಟ್ ಡೇಟ್ಸ್ ಪ್ಯಾಕೆಟ್
467,SHAVIGE ,ಶಾವಿಗೆ
468,PASTE( GARLIC/ GINGER),ಗಾರ್ಲಿಕ್ / ಜಿಂಜರ್ ಪೇಸ್ಟ್
469,NERALE JUICE ,ನೇರಳೇ ಜ್ಯೂಸ್
470,ON JUICE 200 ML,ಆನ್ ಜ್ಯೂಸ್ 200 ಎಮ್ ಎಲ್
471,JALJEERA JUICE 250 ML,ಜಲಜಿರಾ ಜ್ಯೂಸ್ 250 ಎಮ್ ಎಲ್
472,JALJEERA JUICE 1 LTR,ಜಲಜಿರಾ ಜ್ಯೂಸ್ 1 ಲೀಟರ್
473,BNATURAL 200 ML,ನ್ಯಾಚುರಲ್ 200 ಎಮ್ ಎಲ್
474,BNATURAL 200 ML BRAHMI,ನ್ಯಾಚುರಲ್ 200 ಎಮ್ ಎಲ್ ಬ್ಹ್ರಾಮಿ
476,GROUNDNUT OIL 15LTR,ಗ್ರೌಂಡ್ನಟ್ ಆಯಿಲ್ 15 ಲೀಟರ್
477,UTTAM PALM OIL 15 LTR,ಉತ್ತಮ್ ಪಾಮ್ ಆಯಿಲ್ 15 ಲೀಟರ್
478,TENDER COCONUT 200 ML,ಟೆಂಡರ್ ಕೋಕನಟ್ ಆಯಿಲ್ 200 ಎಮ್ ಎಲ್
479,SUNGOLD 2 LTR,ಸನ್ ಗೋಲ್ಡ್ 2 ಲೀಟರ್
480,COCONUT OIL 1 LTR,ಕೋಕನಟ್ ಆಯಿಲ್ 1 ಲೀಟರ್
481,COCONUT OIL 100 GM,ಕೋಕನಟ್ ಆಯಿಲ್ 100 ಗ್ರಾಂ'
482,COCONUT OIL 1 kg,ಕೋಬ್ಬರಿ ಎಣ್ಣೆ ಆಯಿಲ್ 1 kg
483,MULTI MILLI NUTRI FLOOUR,ಮಲ್ಟಿ ಮಿಲ್ಲಿ ನ್ಯೂಟ್ರಿ ಫ್ಲೋರ್
484,POSHTIK ROTI MIX,ಪೋಶ್ಟಿಕ್ ರೋಟಿ ಮಿಕ್ಸ್
485,WHEAT NUTRI FLOUR,ವೀಟ್ ನ್ಯೂಟ್ರಿ ಪ್ಲೋರ್
486,Amul cool cafe,Amul cool cafe
487,RICE RICH,ರೈಸ್ ರಿಚ್
488,Amul can,Amul can
489,Amul true,Amul true
490,LITTLE MILLET (NAVANE),ಲಿಟಲ್ ಮಿಲ್ಲೆಟ್ ನವಣೆ
491,FOXTAIL MILLET( SAJJE),ಫಕ್ಸ್ಟೈಲ್ ಮಿಲ್ಲೆಟ್ ಸಜ್ಜೆ
492,HURULI KALU,ಹುರಳಿಕಾಳು
493,NAVANE HITTU 0.5 KG,ನವಣೆ ಹಿಟ್ಟು 0.5 ಕೆಜಿ
494,RICE ARKA 0.5,ರೈಸ್ ಅರ್ಕ 0.5
495,SAAME RICE 0.5 KG,ಸಾಮೆ ರೈಸ್ 0.5 ಕೆಜಿ
496,BARAGU RICE 0.5 KG,ಬರಗು ರೈಸ್ 0.5 ಕೆಜಿ
497,NAVANE RICE 0.5 KG,ನವಣೆ ರೈಸ್ 0.5 ಕೆಜಿ
498,HOODHALU 0.5 KG,ಹೋದಲು 0.5 ಕೆಜಿ
499,SAAME 1 Kg,ಕೊರ್ಲೆ ರೈಸ್ 1 ಕೆಜಿ
500,SAJJE 1 Kg,ಸಜ್ಜೆ ರೈಸ್ 1 ಕೆಜಿ
501,HUDHALU 1 KG,ಹುಡಲು ರೈಸ್ 1ಕೆಜಿ
502,MILLET MORNING HAMBLI 0.5 KG,ಮಿಲ್ಲೆಟ್ ಮೋರ್ನಿಂಗ್ ಅಂಬಳಿ 0.5 ಕೆಜಿ
503,NAVANE HITTU 1 KG,ನವಣೆ ಹಿಟ್ಟು 1 ಕೆಜಿ
504,INST. RAVA IDLI MIX 500 GM,ಇನ್ ರವ ಎಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
505,INST PLAIN UPMA MIX 170 GM,ಇನ್ ಪ್ಲೆನ್ ಉಪ್ಮ ಮಿಕ್ಸ್ 170 ಗ್ರಾಂ
506,INST GULAB JAMUN MIX 200 GM,ಎನ್ ಗುಲಾಬ್ ಜಾಮುನ್ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
507,INST VERMICELLI PAYASAM MIX 180 GM,ಇನ್ ವರ್ಮಿಸೆಲ್ಲಿ ಪಾಯಸಮ್ ಮಿಕ್ಸ್ 180 ಗ್ರಾಂ
508,INST BADAM DRINK MIX 12 GM,ಇನ್ ಬಾದಮ್ ಡ್ರಿಂಕ್ ಮಿಕ್ಸ್ 12 ಗ್ರಾಂ
509,INST BADAM DRINK MIX 100 GM,ಇನ್ ಬಾದಮ್ ಡ್ರಿಂಕ್ ಮಿಕ್ಸ್ 100 ಗ್ರಾಂ
510,INST BADAM DRINK 200 GM,ಇನ್ ಬಾದಮ್ ಡ್ರಿಂಕ್ 200 ಗ್ರಾಂ
511,RASAGOLLA 120 GM,ರಸಗುಲ್ಲ 120 ಗ್ರಾಂ
512,GULAB JAMUN PORTION PACK 100 GM,ಗುಲಾಬ್ ಜಮುನ್ ಪೋಶನ್ ಪ್ಯಾಕ್ 100 ಗ್ರಾಂ
513,RASMALAI PORTION PACK 100 GM,ರಸಮಲೈ ಪೋಶನ್ ಪ್ಯಾಕ್ 100 ಗ್ರಾಂ
514,BASUNDI PORTION PACK 100 GM,ಬಸುಂಡಿ ಪೋಶನ್ ಪ್ಯಾಕ್ 100 ಗ್ರಾಂ
515,Butter fruits (S)l,ಬೆಣ್ಣೆ ಹಣ್ಣು ಸಣ್ಣ
516,SPICY POWDERS,ಸ್ಪೈಸಿ ಪೌಡರ್ಸ್
517,PILIOGARE POWDER 35 GM,ಪುಲಿಯೋಗರೆ ಪೌಡರ್ 35 ಗ್ರಾಂ
518,PILIOGARE POWDER 100 GM,ಪುಲಿಯೋಗರೆ ಪೌಡರ್ 100 ಗ್ರಾಂ
519,PILIOGARE POWDER 200 GM,ಪುಲಿಯೋಗರೆ ಪೌಡರ್ 200 ಗ್ರಾಂ
520,VANGI BATH 20 GM,ವಾಂಗಿ ಬಾತ್ 20 ಗ್ರಾಂ
521,VANGI BATH 100 GM,ವಾಂಗಿ ಬಾತ್ 100 ಗ್ರಾಂ
522,VANGI BATH 200 GM,ವಾಂಗಿ ಬಾತ್ 200 ಗ್ರಾಂ
523,CHUTNEY POWDER 100G,ಚಟ್ನಿ ಪೌಡರ್ 100 ಗ್ರಾಂ
524,CHUTNEY POWDER 200G,ಚಟ್ನಿ ಪೌಡರ್ 200 ಗ್ರಾಂ
525,SAMBAR POWDER 20G,ಸಾಂಬಾರ್ ಪೌಡರ್ 20 ಗ್ರಾಂ
526,SAMBAR POWDER 100G,ಸಾಂಬಾರ್ ಪೌಡರ್ 100 ಗ್ರಾಂ
527,SAMBAR POWDER 200G,ಸಾಂಬಾರ್ ಪೌಡರ್ 200 ಗ್ರಾಂ
528,BISIBELE MASALA 20G,ಬಿಸಿಬೇಲೆ ಮಸಾಲ 20 ಗ್ರಾಂ
529,BISIBELE MASALA 100G,ಬಿಸಿಬೇಲೆ ಮಸಾಲ 100 ಗ್ರಾಂ
530,VERMICELLI 400G,ವರ್ಮಿಸೆಲ್ಲಿ 400 ಗ್ರಾಂ
531,PICKLES POUCH ,ಪಿಕಲ್ಸ್ ಪೌಚಹ
532,MANGO PICKLE SLICED POUCH,ಮ್ಯಾಂಗೊ ಪಿಕಲ್ ಸ್ಲೈಸ್ ಪೌಚ್
533,LIME PICKLE SLICED POUCH,ಲೈಮ್ ಪಿಕಲ್ ಸ್ಲೈಸ್ ಪೌಚ್
534,MIXEDVEGETABLES PICKLE SLICED POUCH,ಮಿಕ್ಸ್ಡ್ ವೆಜಿಟೆಬಲ್ಸ್ ಪಿಕಲ್ ಸ್ಲೈಸ್ ಪೌಚ್
535,MTR SNACKS UP,ಎಮ್ ಟಿ ಆರ್ ಸ್ಯಾಕ್ಸ್ ಅಪ್
536,HOPCOMS WATER 0.5 LTR,ಹಾಪ್ ಕಾಮ್ಸ್ ವಾಟರ್ 0.5 ಲೀಟರ್ 
537,HOPCOMS WATER 1 LTR,ಹಾಪ್ ಕಾಮ್ಸ್ ವಾಟರ್ 1 ಲೀಟರ್
538,HOPCOMS WATER 2 LTR,ಹಾಪ್ ಕಾಮ್ಸ್ ವಾಟರ್ 2 ಲೀಟರ್ 
539,GEMSIP 200 ML,ಜೇಮ್ ಸಿಪ್ 200 ಎಂ ಎಲ್ 
540,Banana pseudostem juice 300 ml,Banana pseudostem juice 300 ml
541,POUSHTIK ROTI MIX 0.5 KG,ಪೌಷ್ಟಿಕ್ ರೋಟಿ ಮಿಕ್ಸ್ 0.5 ಕೆ.ಜಿ
542,HOODALU,ಹೂಧಾಳು 1 ಕೆ.ಜಿ
543,PARSIMAN,ಪಾರ್ಸಿ ಮ್ಯಾನ್
544,MANGO STIN,ಮ್ಯಾಂಗೊಸ್ಟಿನ್
545,MORNING HAMBLI,ಮಾರ್ನಿಂಗ್ ಹಂಬಲಿ
546,TROPICANA JUICE,ಟ್ರೋಪಿಕಾನ ಜ್ಯೂಸು
547,COCOJAL,ಕೋಕೋ ಜಲ್
548,LASSI,ಲಸ್ಸಿ
549,BADAMI MILK,ಬಾದಾಮಿ ಮಿಲ್ಕ್
550,BUTTER MILK,ಬಟರ್ ಮಿಲ್ಕ್
551,Amul kadai bottle,Amul kadai bottle
552,Aura chikki bar,Aura chikki bar
553,Aura Chikki Bar,Aura Chikki Bar
555,Painapal (Shirasi),ಅನಾನಸ್ (ಶಿರಸಿ)
556,CUSTORD APPLE RAM PALA,ರಾಮ ಸೀತಫಲ
557,APPLE TURKI,ಆಪಲ್ ಟಕಿ
558,HALASINA KAI,ಹಲಸಿನ ಕಾಯಿ
559,SWEET JEERA,ಸಿಹಿ ಜೀರಿಗೆ
560,Egipt Red Glob Grapes,Egipt Red Glob Grapes
561,POME GRANTE BHAGVA SMALL,ಧಾಳಿಂಬೆ ಭಾಗ್ವ ಸಣ್ಣ
562,Bread fruit/JACK FRUIT RAW,ಬ್ರೇಡ್ ಪ್ರೋಟ್ /ಹಲಸಿನಕಾಯಿ
564,WET PEA BOX,ಹಸಿ ಬಟಾಣಿ ಬಾಕ್ಸ್
565,YELLU BELLA MIX 1 kg,ಎಳ್ಳು ಬೆಲ್ಲ ಮಿಕ್ಸ್ 1 kg
567,SWEETJIRIGE,ಸಿಹಿ ಜಿರಿಗೆ
568,YELANEERU BIG,ಎಳನೀರು ದಪ್ಪ
571,Blood Orange,Blood Orange
573,ROW MANGO SAKKAREGUTTI,ಸಕ್ಕರೆಗುತ್ತಿ ಮಾವು
574,SENDURA RAW MANGO,ಸೆಂದೂರ ರಾ ಆಪಲ್
577,GRAPES WASHIGHTON RED GLOB,ದ್ರಾಕ್ಷಿ ವಾಷಿಂಗಟನ್ ರೆಡ್ ಗ್ಲೊಬ್
579,GRAPES SONAKA SUPER,ದ್ರಾಕ್ಷಿ ಸೋನಾಕಾ ಸೂಪರ್
580,GRAPES KRISHNA SHARAD SUPER,ದ್ರಾಕ್ಷಿ ಕೃಷ್ಣ ಶರದ್ ಸೂಪರ್
581,SWEET MELON SUN,ಸನ್ ಕರಬೂಜ
582,ROW MANGO BYGANAPALLI,ಬೈಗಾನಪಲ್ಲಿ ಕಾಯಿ
583,ROW MANGO KALAPADU,ಕಾಲಪಾಡು ಮಾವು
584,ROW MANGO DASARI,ದಸರಿ ಮಾವಿನಹಣ್ಣು
585,LUSON GREENS,ಲೂಸನ್ ಸೊಪ್ಪು
586,COCONUT OIL,ಕೊಬ್ಬರಿ ಎಣ್ಣೆ
587,ICE BURG,ಐಸ್ ಬಾಗ್
588,ROW MANGO RASAPURI,ರಸಪುರಿ ಮಾವಿನಕಾಯಿ
589,ROW MANGO MALLIKA,ಮಲ್ಲಿಕಾ ಕಾಯಿ
590,ROW MANGO BADAMI,ಬಾದಾಮಿ ಮಾವಿನಕಾಯಿ
591,ROW MANGO MALAGOVA,ಮಲಗೂವ ಮಾವಿನಕಾಯಿ
592,ROW MANGO NATI,ನಾಟಿ ಮಾವಿನ ಕಾಯಿ
593,JUMBO NERALE,ಜಂಬೂ ನೆರಳೆ
594,JACK FRUITS BOX,ಹಲಸಿನ ಹಣ್ಣು ಬಾಕ್ಸ್
595,APPLE BELGIUM,ಸೇಬು ಬೆಲ್ಜಿಯಂ
597,TAMILNADU BANANA,ತಮಿಳುನಾಡು ಬಾಳೆ
599,LECCHI,ಲಿಚ್ಛಿ
602,KASHMIR CHERRY,ಕಾಶ್ಮಿರ್ ಚರ್ರಿ
603,MANGO PERIKULAM,ಮಾವಿ ಪರಿಕುಲಂ
604,GAJ LIME,ಗಜ ನಿಂಬೆ
606,DATES,ಖರ್ಜೂರ
607,Peeches,ಪೀಚಸ್
608,CORN (Local),ಮೂಸಕಿನ ಜೋಳ
609,Rice Bran 15Liters Tin,Rice Bran 15Liters Tin
610,Gold winner 5 Lt,ಗೋಲ್ದ್ ವಿನ್ನರ್ 5 ಲೀಟರ್
612,kobbari hannu,ಕೊಬ್ಬರಿ ಹಣ್ಣು
615,Nurti Life 1 No 200gram,ನ್ಯೂಟ್ರಿ ಲೆಫ್ 1 ನಂ 200 ಗ್ರಾಂ
616,GRPES TS,ದ್ರಾಕ್ಷಿ ಟಿ.ಎಸ್.
618,Newtry live Juice 200 grm,ನ್ಯೊಟ್ರಿ ಲೆ ಜ್ಯೂಸ್ 200 ಗ್ರಾಮ್
619,Aarka,ಆರ್ಕ
620,Saame,ಸಾಮೆ
621,Baragu,ಬರಗು
622,Udlu,ಉದ್ಲು
623,Navane,ನವಣೆ
624,Raagi hittu,ರಾಗಿ ಹಿಟ್ಟು
625,Sajje,ಸಜ್ಜೆ
626,Morning amlee,ಮಾರ್ನಿಂಗ್ ಅಮ್ಲಿ
627,Poustik rotti,ಪೌಸ್ಟಿಕ್ ರೊಟ್ಟಿ
628,Navane uppittu,ನವಣೆ ಉಪ್ಪಿಟ್ಟು
629,Maize Neutririch,ಮೈಜ್ ನ್ಯೂಟ್ರಿಚ್
630,Multi milit,ಮಲ್ಟಿ ಮಿಲಿಟ್
631,Raagi multi green,ರಾಗಿ ಮಲ್ಟಿ ಗ್ರೀನ್
632,Navane hittu,ನವಣೆ ಹಿಟ್ಟು
633,Jolada hittu,ಜೋಲದ ಹಿಟ್ಟು
634,Sajje hittu,ಸಜ್ಜೆ ಹಿಟ್ಟು
635,Health drinks 100g,ಹೆಲ್ತ್ ಡ್ರಿಂಕ್ಸ್ 100ಗ್ರಾಂ
636,Dose & Edli hittu 200 g,ದೋಸೆ & ಇಡ್ಲಿ ಹಿಟ್ಟು 200ಗ್ರಾಂ
637,Dose & Edli hittu 400 g,ದೋಸೆ & ಇಡ್ಲಿ ಹಿಟ್ಟು 400ಗ್ರಾಂ
638,Finger milit dose 400 g,ಫಿಂಗರ್ ಮಿಲಿಟ್ ದೋಸೆ 400ಗ್ರಾಂ
639,Finger milit edli 400 g,ಫಿಂಗರ್ ಮಿಲಿಟ್ ಇಡ್ಲಿ 400ಗ್ರಾಂ
640,milit box 900 g,ಮಿಲಿಟ್ ಬಾಕ್ಸ್ 900 ಗ್ರಾಂ
641,water 500 ml,ವಾಟರ್ 500 ಎಮ್ ಎಲ್
642,water 1 ltr,ವಾಟರ್ 1 ಲಿಟರ್
643,water 2 ltr,ವಾಟರ್ 2 ಲಿಟರ್
644,water 2 ltr(Bislary & KF),ವಾಟರ್ 2 ಲಿಟರ್(ಬಿಸ್ಲೆರಿ&ಕೆಎಫ್)
645,Gem sip juice 200 ml,ಜೆಮ್ ಸಿಪ್ ಜ್ಯೂಸ್ 200 ಎಮೆ್ಎಲ್
646,Gem sip juice 500 ml,ಜೆಮ್ ಸಿಪ್ ಜ್ಯೂಸ್ 500 ಎಮೆ್ಎಲ್
647,lehaberry NT life 200 ml,ಲೆಹಬೆರ್ರಿ ಎನ್ಟಿ ಲೈಫ್ 200 ಎಮ್ ಎಲ್
648,Paper boot Alphance 180 ml,ಪೇಪರ್ ಬೋಟ್ ಆಲ್ಫಾನ್ಸ್ 180 ಎಮ್ ಎಲ್
649,Paper boot Alphance 200 ml,ಪೇಪರ್ ಬೋಟ್ ಆಲ್ಫಾನ್ಸ್ 200 ಎಮ್ ಎಲ್
650,Paper boot Pamogranet 250 ml,ಪೇಪರ್ ಬೋಟ್ ದಾಳಿಂಬೆ 250 ಎಮ್ ಎಲ್
651,Paper boot Majjige 200 ml,ಪೇಪರ್ ಬೋಟ್ 200 ಎಮ್ ಎಲ್
652,Paper boot Pomogranet & Nerale 250 ml,ಪೇಪರ್ ಬೋಟ್ ಪೊಮಾಗ್ರನೇಟ್ & ನೆರಳೆ 250 ಎಮ್ ಎಲ್
653,Paper boat Chiki 18 g,ಪೇಪರ್ ಬೋಟ್ ಚಿಕಿ 18ಗ್ರಾಂ
654,Paper boat Chiki 35 g,ಪೇಪರ್ ಬೋಟ್ ಚಿಕಿ 35ಗ್ರಾಂ
655,Coco gel 200ml,ಕೊಕೊ ಜೆಲ್ 200 ಎಮ್ ಎಲ್
656,Nandini milk 200 ml,ನಂದಿನಿ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
657,Ghee 200 ml,ಘೀ 200 ಎಮ್ ಎಲ್
658,Ghee 0.5 kg,ಘೀ 0.5 ಕೆಜಿ
659,Ghee 1 kg,ಘೀ 1 ಕೆಜಿ
660,nandini milk T packet,nandini milk T packet
661,Nandini Plain lassi 200 ml,ನಂದಿನಿ ಪ್ಲೈನ್ ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
662,Nandini cuckies ( 1 jar),ನಂದಿನಿ ಕುಕ್ಕಿಸ್ (1 ಜಾರ್)
663,Nandini peda,ನಂದಿನಿ ಪೇಡ
664,Nandini dharvada peda,ನಂದಿನಿ ಧಾರವಾಡ ಪೇಡ
665,Amul milk 200 ml,ಅಮುಲ್ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
667,Premium milk 200 ml,ಪ್ರೀಮಿಯಮ್ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
668,Amul badami milk 200 ml,ಅಮುಲ್ ಬಾದಾಮ್ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
669,Amul lassi 200 ml,ಅಮುಲ್ ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
670,lassi 200 ml,ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
671,Amul masthi,ಅಮುಲ್ ಮಸ್ತಿ
672,Rava Idli Mix 1Kg,ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 1 ಕೆಜಿ
673,Rava Idli Mix 500g,ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
674,Rava Idli Mix 200g,ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
675,Masala Idli Mix 500g,ಮಾಸಾಲ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
676,KOKOZAL,ಕೋಕೋಜಲ್
677,LECCHI (Thaiwan),ತೈವಾನ್ ಲಿಚ್ಛಿ
678,Vada mix 200g,ವಡ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
679,Dosa mix 500g,ದೋಸ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
